"user.login","all_obs","shannonH","shannonE"
"alejandrabalcazar",5,1.33217904021012,0.263141537397196
"alejandramf",1,0,0
"alejandraramrez",1,0,0
"alejandro_a",18,0.973648923197263,0.192322102962107
"alejandro_acosta",10,1.47080847632211,0.290524615681674
"alejandro_braulio",17,1.08776129306878,0.214862394873089
"alejandro1291",2,0,0
"alejandro132",6,1.242453324894,0.245418272010417
"alejandro191",3,1.09861228866811,0.217005761176051
"alejandro236",21,1.69932551552522,0.335662936584753
"alejandro256",1,0,0
"alejandro269",1,0,0
"alejandroaguilar",132,1.53184707651658,0.302581396798132
"alejandrobolaos",2,0.693147180559945,0.136915391422392
"alejandrodulove",6,1.32966134885476,0.262644224983515
"alejandrojimenezaguilar",14,0.682908104700472,0.134892895885483
"alejandromolina",12,0,0
"alejandrorezahernndez",33,1.83811190263737,0.363077016953962
"alejo15",8,1.55958115625988,0.308059630700382
"aleksandergolemaj",461,1.31766450931954,0.260274523386418
"aleksandra_falcon",101,1.17679824163649,0.232449610122751
"alekseyandreyanov",59,1.12309943850327,0.221842638247081
"alekseyfaraway",247,0.26708613717772,0.0527567651442243
"alemsqdt",12,0.887694275799104,0.175343725897101
"alen-jbo",4,1.38629436111989,0.273830782844784
"alenakillpack",23,0.981106337230212,0.193795144748839
"alenard8",176,0.677174503484064,0.13376035394227
"alep",500,1.3461965775382,0.265910381682909
"aleques",5,1.05492016798614,0.208375380828239
"alesacbel",232,0.461987744669584,0.0912551254160572
"alesmazzo",1028,1.35264812214039,0.267184736941447
"alesotoprado",1,0,0
"alessandradalia",683,1.19161454486292,0.235376232364856
"alessandrarosso",20,1.5382604374029,0.303848209735859
"alessandro_bergamo",845,1.28523194103249,0.253868210403557
"alessandro_gentilini",10,1.02965301406457,0.203384431768175
"alessandro253",2,0.693147180559945,0.136915391422392
"alessandrocampanaro",33,1.51652922683592,0.299555705511205
"alessandroforghieri",15,1.29729583062582,0.256251156207957
"alessandroforti",93,1.00440521046162,0.198397304921519
"alessandroserpenti",29,1.6226272041616,0.320512937253727
"alessio_fotofriz",1,0,0
"aleta1",2,0,0
