"Site","Date.Set","Time.Set","Date.Collected","Time.Collected","Trap","Frass.mass..mg.","Frass.number","Method","Notes"
"Prairie Ridge","6/24/2022",10:53:00,"6/28/2022",09:13:00,"9",5.1,5,"Milkjug/Mesh","One big dissolved frass, frass dried under lamps for an hour"
"Prairie Ridge","6/24/2022",10:44:00,"6/28/2022",09:22:00,"1",1.8,10,"Milkjug/Mesh","frass dried under lamps for an hour"
"Prairie Ridge","6/24/2022",10:32:00,"6/28/2022",09:31:00,"2",2.1,3,"Milkjug/Mesh","frass dried under lamps for an hour"
"Prairie Ridge","6/24/2022",10:24:00,"6/28/2022",09:39:00,"3",2.4,4,"Milkjug/Mesh","frass dried under lamps for an hour"
"Prairie Ridge","6/24/2022",10:09:00,"6/28/2022",09:49:00,"4",0.6,4,"Milkjug/Mesh","frass dried under lamps for an hour"
"Prairie Ridge","6/24/2022",10:01:00,"6/28/2022",09:59:00,"5",5.6,2,"Milkjug/Mesh","frass dried under lamps for an hour"
"Prairie Ridge","6/24/2022",09:51:00,"6/28/2022",10:07:00,"12",0,1,"Milkjug/Mesh","frass dried under lamps for an hour, very small peice"
"Prairie Ridge","6/24/2022",09:41:00,"6/28/2022",10:17:00,"6",3.9,14,"Milkjug/Mesh","frass dried under lamps for an hour"
"Prairie Ridge","6/24/2022",09:33:00,"6/28/2022",10:25:00,"11",2.3,4,"Milkjug/Mesh","frass dried under lamps for an hour"
"Prairie Ridge","6/24/2022",09:25:00,"6/28/2022",10:36:00,"7",0,1,"Milkjug/Mesh","frass dried under lamps for an hour, very small peice"
"Prairie Ridge","6/24/2022",09:12:00,"6/28/2022",10:45:00,"8",0.5,1,"Milkjug/Mesh","frass dried under lamps for an hour"
"Botanical Garden","6/27/2022",10:09:00,"6/30/2022",08:44:00,"1a",1.9,5,"Milkjug/Mesh","frass dried under lamps for thirty minutes"
"Botanical Garden","6/27/2022",10:09:00,"6/30/2022",08:44:00,"1b",3,6,"Milkjug/Mesh","frass dried under lamps for thirty minutes"
"Botanical Garden","6/27/2022",09:53:00,"6/30/2022",08:54:00,"2a",0,1,"Milkjug/Mesh","Damp, frass dried under lamps for thirty minutes, very small peice"
"Botanical Garden","6/27/2022",09:53:00,"6/30/2022",08:54:00,"2b",0,1,"Milkjug/Mesh","Damp, frass dried under lamps for thirty minutes, very small peice"
"Botanical Garden","6/27/2022",09:43:00,"6/30/2022",09:08:00,"3a",0,3,"Milkjug/Mesh","frass dried under lamps for thirty minutes, very small peices"
"Botanical Garden","6/27/2022",09:43:00,"6/30/2022",09:08:00,"3b",8.6,4,"Milkjug/Mesh","frass dried under lamps for thirty minutes"
"Botanical Garden","6/27/2022",09:31:00,"6/30/2022",09:18:00,"4a",0,2,"Milkjug/Mesh","frass dried under lamps for thirty minutes, very small peices"
"Botanical Garden","6/27/2022",09:31:00,"6/30/2022",09:18:00,"4b",0,0,"Milkjug/Mesh","frass dried under lamps for thirty minutes"
"Botanical Garden","6/27/2022",09:19:00,"6/30/2022",09:31:00,"5a",0.3,2,"Milkjug/Mesh","frass dried under lamps for thirty minutes"
"Botanical Garden","6/27/2022",09:19:00,"6/30/2022",09:31:00,"5b",0.6,4,"Milkjug/Mesh","frass dried under lamps for thirty minutes"
"Botanical Garden","6/27/2022",09:05:00,"6/30/2022",09:41:00,"6a",5.4,23,"Milkjug/Mesh","frass dried under lamps for thirty minutes"
"Botanical Garden","6/27/2022",09:05:00,"6/30/2022",09:41:00,"6b",1.6,2,"Milkjug/Mesh","frass dried under lamps for thirty minutes"
"Botanical Garden","6/27/2022",08:58:00,"6/30/2022",09:53:00,"7a",0.1,1,"Milkjug/Mesh","Damp, frass dried under lamps for thirty minutes"
"Botanical Garden","6/27/2022",08:58:00,"6/30/2022",09:53:00,"7b",2.4,5,"Milkjug/Mesh","Damp, frass dried under lamps for thirty minutes"
"Botanical Garden","6/27/2022",08:48:00,"6/30/2022",10:04:00,"8a",0,1,"Milkjug/Mesh","Wet, frass dried under lamps for thirty minutes, very small peice"
"Botanical Garden","6/27/2022",08:48:00,"6/30/2022",10:04:00,"8b",0,0,"Milkjug/Mesh","frass dried under lamps for thirty minutes"
"Prairie Ridge","6/28/2022",09:05:00,"7/1/2022",10:52:00,"10",0.6,5,"Milkjug/Mesh",NA
"Prairie Ridge","6/28/2022",09:13:00,"7/1/2022",10:42:00,"9",11,16,"Milkjug/Mesh",NA
"Prairie Ridge","6/28/2022",09:22:00,"7/1/2022",10:36:00,"1",3.9,9,"Milkjug/Mesh",NA
"Prairie Ridge","6/28/2022",09:31:00,"7/1/2022",10:24:00,"2",7.3,4,"Milkjug/Mesh",NA
"Prairie Ridge","6/28/2022",09:39:00,"7/1/2022",10:14:00,"3",0.6,6,"Milkjug/Mesh",NA
"Prairie Ridge","6/28/2022",09:49:00,"7/1/2022",10:06:00,"4",2.7,6,"Milkjug/Mesh",NA
"Prairie Ridge","6/28/2022",09:59:00,"7/1/2022",09:58:00,"5",24.9,15,"Milkjug/Mesh",NA
"Prairie Ridge","6/28/2022",10:07:00,"7/1/2022",09:52:00,"12",18.8,3,"Milkjug/Mesh",NA
"Prairie Ridge","6/28/2022",10:17:00,"7/1/2022",09:36:00,"6",13.2,17,"Milkjug/Mesh",NA
"Prairie Ridge","6/28/2022",10:25:00,"7/1/2022",09:28:00,"11",6.3,11,"Milkjug/Mesh",NA
"Prairie Ridge","6/28/2022",10:36:00,"7/1/2022",09:19:00,"7",0,1,"Milkjug/Mesh",NA
"Prairie Ridge","6/28/2022",10:45:00,"7/1/2022",09:13:00,"8",0,0,"Milkjug/Mesh",NA
"Prairie Ridge","7/1/2022",10:52:00,"7/5/2022",09:15:00,"10",11.4,11,"Milkjug/Mesh",NA
"Prairie Ridge","7/1/2022",10:42:00,"7/5/2022",09:21:00,"9",24.9,42,"Milkjug/Mesh",NA
"Prairie Ridge","7/1/2022",10:36:00,"7/5/2022",09:30:00,"1",0,0,"Milkjug/Mesh",NA
"Prairie Ridge","7/1/2022",10:24:00,"7/5/2022",09:41:00,"2",0,2,"Milkjug/Mesh","very small peice"
"Prairie Ridge","7/1/2022",10:14:00,"7/5/2022",09:50:00,"3",0.7,1,"Milkjug/Mesh",NA
"Prairie Ridge","7/1/2022",10:06:00,"7/5/2022",10:00:00,"4",10.3,22,"Milkjug/Mesh",NA
"Prairie Ridge","7/1/2022",09:58:00,"7/5/2022",10:08:00,"5",22.4,21,"Milkjug/Mesh",NA
"Prairie Ridge","7/1/2022",09:52:00,"7/5/2022",10:21:00,"12",3,6,"Milkjug/Mesh",NA
"Prairie Ridge","7/1/2022",09:36:00,"7/5/2022",10:29:00,"6",7.8,10,"Milkjug/Mesh",NA
"Prairie Ridge","7/1/2022",09:28:00,"7/5/2022",10:41:00,"11",4,6,"Milkjug/Mesh",NA
"Prairie Ridge","7/1/2022",09:19:00,"7/5/2022",10:51:00,"7",0,0,"Milkjug/Mesh",NA
"Prairie Ridge","7/1/2022",09:13:00,"7/5/2022",11:01:00,"8",2.7,3,"Milkjug/Mesh",NA
"Botanical Garden","6/30/2022",08:44:00,"7/7/2022",10:07:00,"1a",7.9,13,"Milkjug/Mesh",NA
"Botanical Garden","6/30/2022",08:44:00,"7/7/2022",10:07:00,"1b",13.7,19,"Milkjug/Mesh",NA
"Botanical Garden","6/30/2022",08:54:00,"7/7/2022",09:59:00,"2a",2.4,4,"Milkjug/Mesh",NA
"Botanical Garden","6/30/2022",08:54:00,"7/7/2022",09:59:00,"2b",3.9,20,"Milkjug/Mesh",NA
"Botanical Garden","6/30/2022",09:08:00,"7/7/2022",09:49:00,"3a",2.8,28,"Milkjug/Mesh",NA
"Botanical Garden","6/30/2022",09:08:00,"7/7/2022",09:49:00,"3b",2.3,11,"Milkjug/Mesh",NA
"Botanical Garden","6/30/2022",09:18:00,"7/7/2022",09:38:00,"4a",0,2,"Milkjug/Mesh","very small pieces"
"Botanical Garden","6/30/2022",09:18:00,"7/7/2022",09:38:00,"4b",6.2,15,"Milkjug/Mesh",NA
"Botanical Garden","6/30/2022",09:31:00,"7/7/2022",09:28:00,"5a",1.4,7,"Milkjug/Mesh",NA
"Botanical Garden","6/30/2022",09:31:00,"7/7/2022",09:28:00,"5b",1,9,"Milkjug/Mesh",NA
"Botanical Garden","6/30/2022",09:41:00,"7/7/2022",09:19:00,"6a",3.5,13,"Milkjug/Mesh",NA
"Botanical Garden","6/30/2022",09:41:00,"7/7/2022",09:19:00,"6b",4.9,19,"Milkjug/Mesh",NA
"Botanical Garden","6/30/2022",09:53:00,"7/7/2022",09:08:00,"7a",3.8,14,"Milkjug/Mesh",NA
"Botanical Garden","6/30/2022",09:53:00,"7/7/2022",09:08:00,"7b",6.2,34,"Milkjug/Mesh",NA
"Botanical Garden","6/30/2022",10:04:00,"7/7/2022",08:52:00,"8a",7.7,9,"Milkjug/Mesh",NA
"Botanical Garden","6/30/2022",10:04:00,"7/7/2022",08:52:00,"8b",1.2,3,"Milkjug/Mesh",NA
"Prairie Ridge","7/5/2022",09:15:00,"7/8/2022",10:47:00,"10",0,1,"Milkjug/Mesh","all frass wet from storm last night, dried under lamp for an hour; very small piece"
"Prairie Ridge","7/5/2022",09:21:00,"7/8/2022",10:40:00,"9",4.6,7,"Milkjug/Mesh","all frass wet from storm last night, dried under lamp for an hour"
"Prairie Ridge","7/5/2022",09:30:00,"7/8/2022",10:33:00,"1",3,6,"Milkjug/Mesh","all frass wet from storm last night, dried under lamp for an hour"
"Prairie Ridge","7/5/2022",09:41:00,"7/8/2022",10:18:00,"2",0,1,"Milkjug/Mesh","all frass wet from storm last night, dried under lamp for an hour; very small piece"
"Prairie Ridge","7/5/2022",09:50:00,"7/8/2022",10:09:00,"3",0,1,"Milkjug/Mesh","all frass wet from storm last night, dried under lamp for an hour; very small pieces"
"Prairie Ridge","7/5/2022",10:00:00,"7/8/2022",10:01:00,"4",3.6,9,"Milkjug/Mesh","all frass wet from storm last night, dried under lamp for an hour"
"Prairie Ridge","7/5/2022",10:08:00,"7/8/2022",09:53:00,"5",4.3,3,"Milkjug/Mesh","all frass wet from storm last night, dried under lamp for an hour"
"Prairie Ridge","7/5/2022",10:21:00,"7/8/2022",09:44:00,"12",0,1,"Milkjug/Mesh","all frass wet from storm last night, dried under lamp for an hour; very small piece"
"Prairie Ridge","7/5/2022",10:29:00,"7/8/2022",09:38:00,"6",0,1,"Milkjug/Mesh","all frass wet from storm last night, dried under lamp for an hour; very small piece"
"Prairie Ridge","7/5/2022",10:41:00,"7/8/2022",09:31:00,"11",0.9,2,"Milkjug/Mesh","all frass wet from storm last night, dried under lamp for an hour; very small pieces"
"Prairie Ridge","7/5/2022",10:51:00,"7/8/2022",09:25:00,"7",0.5,3,"Milkjug/Mesh","all frass wet from storm last night, dried under lamp for an hour"
"Prairie Ridge","7/5/2022",11:01:00,"7/8/2022",09:19:00,"8",0,2,"Milkjug/Mesh","all frass wet from storm last night, dried under lamp for an hour; very small pieces"
"Botanical Garden","7/7/2022",10:07:00,"7/11/2022",08:51:00,"1a",1.5,4,"Milkjug/Mesh","all frass wet from storm last night, dried under lamp for an hour"
"Botanical Garden","7/7/2022",10:07:00,"7/11/2022",08:51:00,"1b",1.2,3,"Milkjug/Mesh","all frass wet from storm last night, dried under lamp for an hour"
"Botanical Garden","7/7/2022",09:59:00,"7/11/2022",09:02:00,"2a",2.2,12,"Milkjug/Mesh","all frass wet from storm last night, dried under lamp for an hour"
"Botanical Garden","7/7/2022",09:59:00,"7/11/2022",09:02:00,"2b",0.3,1,"Milkjug/Mesh","all frass wet from storm last night, dried under lamp for an hour"
"Botanical Garden","7/7/2022",09:49:00,"7/11/2022",09:10:00,"3a",0.3,1,"Milkjug/Mesh","all frass wet from storm last night, dried under lamp for an hour"
"Botanical Garden","7/7/2022",09:49:00,"7/11/2022",09:10:00,"3b",0,0,"Milkjug/Mesh","all frass wet from storm last night, dried under lamp for an hour"
"Botanical Garden","7/7/2022",09:38:00,"7/11/2022",09:21:00,"4a",0.1,1,"Milkjug/Mesh","all frass wet from storm last night, dried under lamp for an hour"
"Botanical Garden","7/7/2022",09:38:00,"7/11/2022",09:21:00,"4b",0.3,1,"Milkjug/Mesh","all frass wet from storm last night, dried under lamp for an hour"
"Botanical Garden","7/7/2022",09:28:00,"7/11/2022",09:29:00,"5a",3,4,"Milkjug/Mesh","all frass wet from storm last night, dried under lamp for an hour"
"Botanical Garden","7/7/2022",09:28:00,"7/11/2022",09:29:00,"5b",0.2,1,"Milkjug/Mesh","all frass wet from storm last night, dried under lamp for an hour"
"Botanical Garden","7/7/2022",09:19:00,"7/11/2022",09:39:00,"6a",0,0,"Milkjug/Mesh","all frass wet from storm last night, dried under lamp for an hour"
"Botanical Garden","7/7/2022",09:19:00,"7/11/2022",09:39:00,"6b",0.7,2,"Milkjug/Mesh","all frass wet from storm last night, dried under lamp for an hour"
"Botanical Garden","7/7/2022",09:08:00,"7/11/2022",09:55:00,"7a",0.2,5,"Milkjug/Mesh","all frass wet from storm last night, dried under lamp for an hour"
"Botanical Garden","7/7/2022",09:08:00,"7/11/2022",09:55:00,"7b",0.6,1,"Milkjug/Mesh","all frass wet from storm last night, dried under lamp for an hour"
"Botanical Garden","7/7/2022",08:52:00,"7/11/2022",10:04:00,"8a",0.4,3,"Milkjug/Mesh","all frass wet from storm last night, dried under lamp for an hour"
"Botanical Garden","7/7/2022",08:52:00,"7/11/2022",10:04:00,"8b",0,0,"Milkjug/Mesh","all frass wet from storm last night, dried under lamp for an hour"
"Prairie Ridge","7/8/2022",10:47:00,"7/12/2022",09:10:00,"10",0,1,"Milkjug/Mesh","very small piece"
"Prairie Ridge","7/8/2022",10:40:00,"7/12/2022",09:18:00,"9",7.1,6,"Milkjug/Mesh",NA
"Prairie Ridge","7/8/2022",10:33:00,"7/12/2022",09:24:00,"1",1.6,6,"Milkjug/Mesh",NA
"Prairie Ridge","7/8/2022",10:18:00,"7/12/2022",09:39:00,"2",0,2,"Milkjug/Mesh","very small pieces"
"Prairie Ridge","7/8/2022",10:09:00,"7/12/2022",09:53:00,"3",0,2,"Milkjug/Mesh","very small pieces"
"Prairie Ridge","7/8/2022",10:01:00,"7/12/2022",10:02:00,"4",2.6,10,"Milkjug/Mesh",NA
"Prairie Ridge","7/8/2022",09:53:00,"7/12/2022",10:11:00,"5",5.3,11,"Milkjug/Mesh",NA
"Prairie Ridge","7/8/2022",09:44:00,"7/12/2022",10:19:00,"12",0.3,1,"Milkjug/Mesh","Trap tilted at 45 degrees"
"Prairie Ridge","7/8/2022",09:38:00,"7/12/2022",10:28:00,"6",3.3,5,"Milkjug/Mesh",NA
"Prairie Ridge","7/8/2022",09:31:00,"7/12/2022",10:44:00,"11",0.8,4,"Milkjug/Mesh",NA
"Prairie Ridge","7/8/2022",09:25:00,"7/12/2022",10:53:00,"7",0,0,"Milkjug/Mesh",NA
"Prairie Ridge","7/8/2022",09:19:00,"7/12/2022",11:08:00,"8",3.4,1,"Milkjug/Mesh",NA
"Botanical Garden","7/11/2022",08:51:00,"7/14/2022",10:15:00,"1a",7.7,15,"Milkjug/Mesh","Frass wet, dried under lamp for an hour"
"Botanical Garden","7/11/2022",08:51:00,"7/14/2022",10:15:00,"1b",1.7,7,"Milkjug/Mesh","Frass wet, dried under lamp for an hour"
"Botanical Garden","7/11/2022",09:02:00,"7/14/2022",10:03:00,"2a",3.8,17,"Milkjug/Mesh","Frass wet, dried under lamp for an hour"
"Botanical Garden","7/11/2022",09:02:00,"7/14/2022",10:03:00,"2b",1.4,6,"Milkjug/Mesh","Frass wet, dried under lamp for an hour"
"Botanical Garden","7/11/2022",09:10:00,"7/14/2022",09:51:00,"3a",0,2,"Milkjug/Mesh","Frass wet, dried under lamp for an hour, very small pieces"
"Botanical Garden","7/11/2022",09:10:00,"7/14/2022",09:51:00,"3b",1.4,11,"Milkjug/Mesh","Frass wet, dried under lamp for an hour"
"Botanical Garden","7/11/2022",09:21:00,"7/14/2022",09:36:00,"4a",0.8,3,"Milkjug/Mesh","Frass wet, dried under lamp for an hour"
"Botanical Garden","7/11/2022",09:21:00,"7/14/2022",09:36:00,"4b",0,0,"Milkjug/Mesh","Frass wet, dried under lamp for an hour"
"Botanical Garden","7/11/2022",09:29:00,"7/14/2022",09:24:00,"5a",0,0,"Milkjug/Mesh","Frass wet, dried under lamp for an hour"
"Botanical Garden","7/11/2022",09:29:00,"7/14/2022",09:24:00,"5b",0.7,6,"Milkjug/Mesh","Frass wet, dried under lamp for an hour"
"Botanical Garden","7/11/2022",09:39:00,"7/14/2022",09:12:00,"6a",2.7,14,"Milkjug/Mesh","Frass wet, dried under lamp for an hour"
"Botanical Garden","7/11/2022",09:39:00,"7/14/2022",09:12:00,"6b",1.1,4,"Milkjug/Mesh","Frass wet, dried under lamp for an hour"
"Botanical Garden","7/11/2022",09:55:00,"7/14/2022",08:58:00,"7a",1.9,2,"Milkjug/Mesh","Frass wet, dried under lamp for an hour"
"Botanical Garden","7/11/2022",09:55:00,"7/14/2022",08:58:00,"7b",2,11,"Milkjug/Mesh","Frass wet, dried under lamp for an hour"
"Botanical Garden","7/11/2022",10:04:00,"7/14/2022",08:47:00,"8a",0.9,2,"Milkjug/Mesh","Frass wet, dried under lamp for an hour"
"Botanical Garden","7/11/2022",10:04:00,"7/14/2022",08:47:00,"8b",0.1,5,"Milkjug/Mesh","Frass wet, dried under lamp for an hour"
"Prairie Ridge","7/12/2022",09:10:00,"7/15/2022",10:31:00,"10",8.2,10,"Milkjug/Mesh",NA
"Prairie Ridge","7/12/2022",09:18:00,"7/15/2022",10:24:00,"9",27.9,6,"Milkjug/Mesh",NA
"Prairie Ridge","7/12/2022",09:24:00,"7/15/2022",10:15:00,"1",0.9,7,"Milkjug/Mesh",NA
"Prairie Ridge","7/12/2022",09:39:00,"7/15/2022",10:07:00,"2",5.6,4,"Milkjug/Mesh",NA
"Prairie Ridge","7/12/2022",09:53:00,"7/15/2022",09:57:00,"3",0.2,4,"Milkjug/Mesh",NA
"Prairie Ridge","7/12/2022",10:02:00,"7/15/2022",09:46:00,"4",0.9,2,"Milkjug/Mesh",NA
"Prairie Ridge","7/12/2022",10:11:00,"7/15/2022",09:41:00,"5",10.6,10,"Milkjug/Mesh",NA
"Prairie Ridge","7/12/2022",10:19:00,"7/15/2022",09:36:00,"12",1,2,"Milkjug/Mesh",NA
"Prairie Ridge","7/12/2022",10:28:00,"7/15/2022",09:26:00,"6",2.8,5,"Milkjug/Mesh",NA
"Prairie Ridge","7/12/2022",10:44:00,"7/15/2022",09:22:00,"11",1.8,9,"Milkjug/Mesh",NA
"Prairie Ridge","7/12/2022",10:53:00,"7/15/2022",09:18:00,"7",0.8,2,"Milkjug/Mesh",NA
"Prairie Ridge","7/12/2022",11:08:00,"7/15/2022",09:11:00,"8",1.3,2,"Milkjug/Mesh",NA
"Botanical Garden","7/14/2022",10:15:00,"7/18/2022",08:57:00,"1a",18.4,34,"Milkjug/Mesh",NA
"Botanical Garden","7/14/2022",10:15:00,"7/18/2022",08:57:00,"1b",6.2,7,"Milkjug/Mesh",NA
"Botanical Garden","7/14/2022",10:03:00,"7/18/2022",09:09:00,"2a",0,5,"Milkjug/Mesh","very small pieces"
"Botanical Garden","7/14/2022",10:03:00,"7/18/2022",09:09:00,"2b",21.3,112,"Milkjug/Mesh",NA
"Botanical Garden","7/14/2022",09:51:00,"7/18/2022",09:18:00,"3a",0.5,8,"Milkjug/Mesh",NA
"Botanical Garden","7/14/2022",09:51:00,"7/18/2022",09:18:00,"3b",0.9,8,"Milkjug/Mesh",NA
"Botanical Garden","7/14/2022",09:36:00,"7/18/2022",09:41:00,"4a",0.8,1,"Milkjug/Mesh",NA
"Botanical Garden","7/14/2022",09:36:00,"7/18/2022",09:41:00,"4b",5.9,19,"Milkjug/Mesh",NA
"Botanical Garden","7/14/2022",09:24:00,"7/18/2022",09:52:00,"5a",0,0,"Milkjug/Mesh",NA
"Botanical Garden","7/14/2022",09:24:00,"7/18/2022",09:52:00,"5b",0,0,"Milkjug/Mesh",NA
"Botanical Garden","7/14/2022",09:12:00,"7/18/2022",10:07:00,"6a",9.1,14,"Milkjug/Mesh","originally 14 pieces, 1 broke, 103 pieces total ?"
"Botanical Garden","7/14/2022",09:12:00,"7/18/2022",10:07:00,"6b",1.3,16,"Milkjug/Mesh",NA
"Botanical Garden","7/14/2022",08:58:00,"7/18/2022",10:20:00,"7a",3.6,19,"Milkjug/Mesh",NA
"Botanical Garden","7/14/2022",08:58:00,"7/18/2022",10:20:00,"7b",6.3,11,"Milkjug/Mesh",NA
"Botanical Garden","7/14/2022",08:47:00,"7/18/2022",10:34:00,"8a",3.4,7,"Milkjug/Mesh",NA
"Botanical Garden","7/14/2022",08:47:00,"7/18/2022",10:34:00,"8b",0.5,4,"Milkjug/Mesh",NA
"Prairie Ridge","7/15/2022",10:31:00,"7/19/2022",09:09:00,"10",1,3,"Milkjug/Mesh",NA
"Prairie Ridge","7/15/2022",10:24:00,"7/19/2022",09:18:00,"9",3.6,2,"Milkjug/Mesh",NA
"Prairie Ridge","7/15/2022",10:15:00,"7/19/2022",09:26:00,"1",5.2,2,"Milkjug/Mesh",NA
"Prairie Ridge","7/15/2022",10:07:00,"7/19/2022",09:36:00,"2",0.4,3,"Milkjug/Mesh",NA
"Prairie Ridge","7/15/2022",09:57:00,"7/19/2022",09:48:00,"3",0,1,"Milkjug/Mesh","very small piece"
"Prairie Ridge","7/15/2022",09:46:00,"7/19/2022",10:00:00,"4",1.6,2,"Milkjug/Mesh",NA
"Prairie Ridge","7/15/2022",09:41:00,"7/19/2022",10:10:00,"5",3.9,12,"Milkjug/Mesh",NA
"Prairie Ridge","7/15/2022",09:36:00,"7/19/2022",10:19:00,"12",2.1,7,"Milkjug/Mesh",NA
"Prairie Ridge","7/15/2022",09:26:00,"7/19/2022",10:27:00,"6",15.8,8,"Milkjug/Mesh",NA
"Prairie Ridge","7/15/2022",09:22:00,"7/19/2022",10:36:00,"11",2.9,13,"Milkjug/Mesh",NA
"Prairie Ridge","7/15/2022",09:18:00,"7/19/2022",10:44:00,"7",0.3,1,"Milkjug/Mesh",NA
"Prairie Ridge","7/15/2022",09:11:00,"7/19/2022",10:52:00,"8",0,3,"Milkjug/Mesh","very small pieces"
"Botanical Garden","7/18/2022",08:57:00,"7/21/2022",10:00:00,"1a",6.8,13,"Milkjug/Mesh",NA
"Botanical Garden","7/18/2022",08:57:00,"7/21/2022",10:00:00,"1b",7.1,10,"Milkjug/Mesh",NA
"Botanical Garden","7/18/2022",09:09:00,"7/21/2022",09:49:00,"2a",0,3,"Milkjug/Mesh","very small pieces"
"Botanical Garden","7/18/2022",09:09:00,"7/21/2022",09:49:00,"2b",2.2,18,"Milkjug/Mesh",NA
"Botanical Garden","7/18/2022",09:18:00,"7/21/2022",09:41:00,"3a",0,3,"Milkjug/Mesh","very small pieces"
"Botanical Garden","7/18/2022",09:18:00,"7/21/2022",09:41:00,"3b",0.8,7,"Milkjug/Mesh",NA
"Botanical Garden","7/18/2022",09:41:00,"7/21/2022",09:28:00,"4a",0,0,"Milkjug/Mesh",NA
"Botanical Garden","7/18/2022",09:41:00,"7/21/2022",09:28:00,"4b",3.6,6,"Milkjug/Mesh",NA
"Botanical Garden","7/18/2022",09:52:00,"7/21/2022",09:20:00,"5a",1.5,3,"Milkjug/Mesh",NA
"Botanical Garden","7/18/2022",09:52:00,"7/21/2022",09:20:00,"5b",8.3,2,"Milkjug/Mesh",NA
"Botanical Garden","7/18/2022",10:07:00,"7/21/2022",09:09:00,"6a",5.3,15,"Milkjug/Mesh",NA
"Botanical Garden","7/18/2022",10:07:00,"7/21/2022",09:09:00,"6b",9.1,6,"Milkjug/Mesh",NA
"Botanical Garden","7/18/2022",10:20:00,"7/21/2022",09:00:00,"7a",0.5,6,"Milkjug/Mesh",NA
"Botanical Garden","7/18/2022",10:20:00,"7/21/2022",09:00:00,"7b",2.5,16,"Milkjug/Mesh",NA
"Botanical Garden","7/18/2022",10:34:00,"7/21/2022",08:53:00,"8a",0,1,"Milkjug/Mesh","very small pieces"
"Botanical Garden","7/18/2022",10:34:00,"7/21/2022",08:53:00,"8b",8.7,5,"Milkjug/Mesh",NA
"Prairie Ridge","7/19/2022",09:09:00,"7/22/2022",10:35:00,"10",2.6,6,"Milkjug/Mesh","Dry"
"Prairie Ridge","7/19/2022",09:18:00,"7/22/2022",10:30:00,"9",0,1,"Milkjug/Mesh","Damp, very small pieces"
"Prairie Ridge","7/19/2022",09:26:00,"7/22/2022",10:20:00,"1",0.2,3,"Milkjug/Mesh","Dry"
"Prairie Ridge","7/19/2022",09:36:00,"7/22/2022",10:13:00,"2",0.3,1,"Milkjug/Mesh","Dry"
"Prairie Ridge","7/19/2022",09:48:00,"7/22/2022",10:05:00,"3",1.5,2,"Milkjug/Mesh","Dry"
"Prairie Ridge","7/19/2022",10:00:00,"7/22/2022",09:56:00,"4",1,2,"Milkjug/Mesh","Dry"
"Prairie Ridge","7/19/2022",10:10:00,"7/22/2022",09:42:00,"5",7.3,13,"Milkjug/Mesh","Dry"
"Prairie Ridge","7/19/2022",10:19:00,"7/22/2022",09:36:00,"12",0.7,2,"Milkjug/Mesh",NA
"Prairie Ridge","7/19/2022",10:27:00,"7/22/2022",09:31:00,"6",0,0,"Milkjug/Mesh","Wet"
"Prairie Ridge","7/19/2022",10:36:00,"7/22/2022",09:25:00,"11",0.2,1,"Milkjug/Mesh","Wet"
"Prairie Ridge","7/19/2022",10:44:00,"7/22/2022",09:19:00,"7",0,0,"Milkjug/Mesh","Wet"
"Prairie Ridge","7/19/2022",10:52:00,"7/22/2022",09:14:00,"8",0,0,"Milkjug/Mesh","Dry"
"Botanical Garden","7/21/2022",10:00:00,"7/25/2022",08:48:00,"1a",6.8,7,"Milkjug/Mesh",NA
"Botanical Garden","7/21/2022",10:00:00,"7/25/2022",08:48:00,"1b",7,20,"Milkjug/Mesh",NA
"Botanical Garden","7/21/2022",09:49:00,"7/25/2022",08:56:00,"2a",1.4,3,"Milkjug/Mesh","Trap on its side"
"Botanical Garden","7/21/2022",09:49:00,"7/25/2022",08:56:00,"2b",2.2,15,"Milkjug/Mesh",NA
"Botanical Garden","7/21/2022",09:41:00,"7/25/2022",09:05:00,"3a",0,2,"Milkjug/Mesh","very small pieces"
"Botanical Garden","7/21/2022",09:41:00,"7/25/2022",09:05:00,"3b",0.7,4,"Milkjug/Mesh",NA
"Botanical Garden","7/21/2022",09:28:00,"7/25/2022",09:13:00,"4a",0,0,"Milkjug/Mesh",NA
"Botanical Garden","7/21/2022",09:28:00,"7/25/2022",09:13:00,"4b",4,2,"Milkjug/Mesh",NA
"Botanical Garden","7/21/2022",09:20:00,"7/25/2022",09:23:00,"5a",2.2,4,"Milkjug/Mesh",NA
"Botanical Garden","7/21/2022",09:20:00,"7/25/2022",09:23:00,"5b",0,0,"Milkjug/Mesh",NA
"Botanical Garden","7/21/2022",09:09:00,"7/25/2022",09:31:00,"6a",0.9,4,"Milkjug/Mesh",NA
"Botanical Garden","7/21/2022",09:09:00,"7/25/2022",09:31:00,"6b",0,0,"Milkjug/Mesh",NA
"Botanical Garden","7/21/2022",09:00:00,"7/25/2022",09:43:00,"7a",2.8,2,"Milkjug/Mesh",NA
"Botanical Garden","7/21/2022",09:00:00,"7/25/2022",09:43:00,"7b",7.3,10,"Milkjug/Mesh",NA
"Botanical Garden","7/21/2022",08:53:00,"7/25/2022",09:50:00,"8a",0.6,4,"Milkjug/Mesh",NA
"Botanical Garden","7/21/2022",08:53:00,"7/25/2022",09:50:00,"8b",7.5,7,"Milkjug/Mesh",NA
"Prairie Ridge","7/22/2022",10:35:00,"7/26/2022",09:08:00,"10",0,2,"Milkjug/Mesh","very small pieces"
